RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,VVD (%),D66,D66 (%),PVV (Partij voor de Vrijheid),PVV (Partij voor de Vrijheid) (%),CDA,CDA (%),SP (Socialistische Partij),SP (Socialistische Partij) (%),Partij van de Arbeid (P.v.d.A.),Partij van de Arbeid (P.v.d.A.) (%),GROENLINKS,GROENLINKS (%),Forum voor Democratie,Forum voor Democratie (%),Partij voor de Dieren,Partij voor de Dieren (%),ChristenUnie,ChristenUnie (%),Volt,Volt (%),JA21,JA21 (%),Staatkundig Gereformeerde Partij (SGP),Staatkundig Gereformeerde Partij (SGP) (%),DENK,DENK (%),50PLUS,50PLUS (%),BBB,BBB (%),BIJ1,BIJ1 (%),CODE ORANJE,CODE ORANJE (%),NIDA,NIDA (%),Splinter,Splinter (%),Piratenpartij,Piratenpartij (%),JONG,JONG (%),Trots op Nederland (TROTS),Trots op Nederland (TROTS) (%),Lijst Henk Krol,Lijst Henk Krol (%),NLBeter,NLBeter (%),"Blanco (Zeven, A.J.L.B.)","Blanco (Zeven, A.J.L.B.) (%)",LP (Libertaire Partij),LP (Libertaire Partij) (%),OPRECHT,OPRECHT (%),JEZUS LEEFT,JEZUS LEEFT (%),DE FEESTPARTIJ (DFP),DE FEESTPARTIJ (DFP) (%),U-Buntu Connected Front,U-Buntu Connected Front (%),Vrij en Sociaal Nederland,Vrij en Sociaal Nederland (%),Partij van de Eenheid,Partij van de Eenheid (%),Wij zijn Nederland,Wij zijn Nederland (%),Partij voor de Republiek,Partij voor de Republiek (%),Modern Nederland,Modern Nederland (%),De Groenen,De Groenen (%)
Maastricht,GM0935,121575.0,0.4780588114332716,0.5219411885667283,3.4,3.4,3.5,6.3,12.9,23.7,25.0,16.0,5.6,62.1,27.1,35.0,47.7,36.4,9.8,6.1,66.9,33.1,21.6,11.6,1.4,0.6,0.3,1.3,8.0,2172.0,55.0,25.1,19.9,1.73,61833.0,0.007164459107596268,1104.0,39.4,59.5,1.1,224.0,20403.0,0.2134490025976572,0.0772435426162819,0.0249473116698524,0.2126648041954614,0.4716953389207469,9875.0,0.005063291139240506,0.1037974683544303,0.2617721518987341,0.0769620253164557,0.0886075949367088,0.2992405063291139,0.1645569620253164,412.0,5.0,2.0,105.0,0.0,4566.0,0.0,0.0,0.0,0.0,0.0,115392.0,69.7,5.1,0.0,10.8,3.6,3.9,6.8,376.0,361.0,23.0,106.0,571.0,0.9509632224168126,0.0035026269702276,0.0455341506129597,60.12,7.0,44.0,86680,65342,186,119,65037,11497,0.176776297,11025,0.169518889,10098,0.155265464,4491,0.069053001,4261,0.065516552,6312,0.097052447,4072,0.062610514,3482,0.053538755,2848,0.043790458,510,0.00784169,2074,0.03188954,1041,0.016006273,67,0.001030183,667,0.010255701,892,0.01371527,83.0,0.001276197,480,0.007380414,136,0.002091117,137,0.002106493,181.0,0.002783031,127,0.001952735,123.0,0.001891231,126.0,0.001937359,50.0,0.000768793,62.0,0.000953304,65.0,0.000999431,52,0.000799545,19.0,0.000292141,0.0,0,46.0,0.00070729,0.0,0,0.0,0,8.0,0.000123007,5.0,7.68793E-05,0.0,0,0.0,0,0.0,0
Meerssen,GM0938,18828.0,0.4921393669003611,0.5078606330996388,3.7,4.0,5.0,5.4,4.6,18.4,31.7,19.9,7.2,82.5,33.2,49.4,30.3,53.0,8.7,8.0,87.1,12.9,9.6,3.3,0.2,0.2,0.1,0.1,2.7,698.0,30.7,36.8,32.5,2.18,8629.0,3.48E+12,320.0,72.3,27.5,0.2,265.0,1970.0,0.4862944162436548,0.1583756345177664,0.0477157360406091,0.2228426395939086,0.0847715736040609,1585.0,0.04100946372239748,0.1419558359621451,0.2050473186119873,0.0630914826498422,0.0914826498422713,0.3028391167192429,0.1545741324921135,753.0,738.0,4.0,108.0,17.0,0.0,22693.0,0.0,0.0,0.0,0.0,115781.0,56.9,7.0,0.0,19.9,3.2,5.0,7.9,563.0,544.0,50.0,101.0,174.0,0.9540229885057472,0.0,0.0459770114942528,27.7,3.0,14.0,15177,12400,20,22,12358,3042,0.246156336,1748,0.141446836,1788,0.144683606,1365,0.110454766,819,0.06627286,1078,0.087230944,476,0.038517559,659,0.053325781,460,0.037222852,103,0.008334682,154,0.012461563,214,0.017316718,23,0.001861143,7,0.000566435,177,0.014322706,60.0,0.004855155,23,0.001861143,34,0.002751254,0,0,17.0,0.001375627,21,0.001699304,5.0,0.000404596,23.0,0.001861143,19.0,0.001537466,4.0,0.000323677,22.0,0.001780223,5,0.000404596,2.0,0.000161838,0.0,0,9.0,0.000728273,0.0,0,0.0,0,1.0,8.09192E-05,0.0,0,0.0,0,0.0,0,0.0,0
Mook en Middelaar,GM0944,7847.0,0.4954759780807952,0.5045240219192048,3.3,3.7,5.4,6.8,4.5,15.9,33.3,20.7,6.4,86.1,35.8,50.4,32.8,52.1,8.3,6.8,85.9,14.1,9.9,4.1,0.1,0.3,0.3,0.2,3.2,451.0,31.1,37.3,31.6,2.2,3591.0,0.01086048454469507,207.0,74.8,25.2,0.1,308.0,961.0,0.4849115504682622,0.1519250780437044,0.0353798126951092,0.2258064516129032,0.1019771071800208,750.0,0.02666666666666667,0.16,0.18,0.0666666666666666,0.14,0.2933333333333333,0.1333333333333333,1028.0,690.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44452.0,4.6,1.4,0.0,55.5,2.9,15.4,20.2,586.0,569.0,44.0,66.0,98.0,0.9387755102040816,0.0612244897959183,0.0,18.81,2.0,5.0,6447,5553,5,7,5541,1357,0.244901642,1164,0.210070384,513,0.092582566,503,0.090777838,345,0.062263129,355,0.064067858,391,0.07056488,168,0.030319437,266,0.048005775,55,0.009926006,151,0.027251399,96,0.017325393,7,0.00126331,5,0.000902364,44,0.007940805,33.0,0.005955604,21,0.00378993,9,0.001624256,0,0,17.0,0.003068038,6,0.001082837,4.0,0.000721891,6.0,0.001082837,6.0,0.001082837,3.0,0.000541419,7.0,0.00126331,4,0.000721891,1.0,0.000180473,0.0,0,4.0,0.000721891,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Nederweert,GM0946,17019.0,0.5054938598037487,0.4945061401962513,4.3,4.7,4.6,5.7,5.5,20.8,30.9,17.6,5.9,74.7,33.7,41.0,32.1,54.0,6.9,6.9,90.5,9.5,6.7,2.8,0.2,0.1,0.1,0.1,2.2,170.0,28.1,37.4,34.4,2.3,7457.0,0.011666890170309776,75.0,70.7,29.1,0.2,281.0,1788.0,0.4250559284116331,0.1951901565995525,0.0631991051454138,0.2511185682326622,0.0654362416107382,1965.0,0.16539440203562342,0.2010178117048346,0.2035623409669211,0.0559796437659033,0.089058524173028,0.178117048346056,0.1068702290076335,17651.0,1737.0,4633.0,188.0,239603.0,2673523.0,36597.0,0.0,0.0,11475.0,0.0,495388.0,38.5,8.2,0.1,14.1,2.4,14.4,22.4,604.0,576.0,56.0,80.0,403.0,0.957816377171216,0.0421836228287841,0.0,101.78,5.0,15.0,13866,10823,6,17,10800,2761,0.255648148,1278,0.118333333,1515,0.140277778,1704,0.157777778,741,0.068611111,526,0.048703704,320,0.02962963,543,0.050277778,260,0.024074074,70,0.006481481,129,0.011944444,301,0.02787037,10,0.000925926,13,0.001203704,137,0.012685185,295.0,0.027314815,12,0.001111111,50,0.00462963,2,0.000185185,16.0,0.001481481,20,0.001851852,26.0,0.002407407,23.0,0.00212963,11.0,0.001018519,10.0,0.000925926,11.0,0.001018519,2,0.000185185,3.0,0.000277778,0.0,0,11.0,0.001018519,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Roermond,GM0957,58260.0,0.4946961894953656,0.5053038105046344,4.5,4.9,4.9,5.4,5.2,24.9,28.8,16.4,5.0,69.8,33.4,36.3,37.9,43.4,11.9,6.8,70.3,29.7,15.0,14.6,3.5,0.8,0.6,3.7,6.1,958.0,40.4,29.2,30.3,2.05,27649.0,0.003978444066693189,455.0,54.8,44.7,0.5,212.0,6053.0,0.4634065752519412,0.1850322154303651,0.057326945316372,0.2157607797786221,0.0784734842226995,4935.0,0.015197568389057751,0.1408308004052685,0.2867274569402229,0.0749746707193515,0.1003039513677811,0.2482269503546099,0.1337386018237082,1175.0,1778.0,0.0,157.0,4401.0,0.0,0.0,0.0,0.0,0.0,0.0,159289.0,34.3,4.8,0.0,28.4,15.5,6.9,10.1,503.0,475.0,34.0,74.0,445.0,0.9191011235955056,0.0382022471910112,0.0426966292134831,71.05,10.0,36.0,45056,32521,69,67,32385,6791,0.209695847,4621,0.142689517,5499,0.169800834,2834,0.08750965,2139,0.066049097,1936,0.059780763,1490,0.046008955,1829,0.056476764,1309,0.040419948,256,0.007904894,503,0.015531882,726,0.022417786,29,0.000895476,997,0.030785858,394,0.012166126,136.0,0.004199475,100,0.003087849,142,0.004384746,223,0.006885904,81.0,0.002501158,71,0.002192373,43.0,0.001327775,65.0,0.002007102,23.0,0.000710205,24.0,0.000741084,34.0,0.001049869,12,0.000370542,26.0,0.000802841,0.0,0,36.0,0.001111626,0.0,0,0.0,0,10.0,0.000308785,6.0,0.000185271,0.0,0,0.0,0,0.0,0
Simpelveld,GM0965,10555.0,0.4966366650876362,0.5033633349123638,4.1,4.0,4.8,5.2,4.4,19.9,31.4,20.0,6.3,79.6,32.5,47.1,29.0,53.8,9.2,8.1,81.8,18.2,15.8,2.4,0.1,0.1,0.1,0.1,2.0,658.0,33.1,36.0,30.8,2.12,5185.0,7.71E+11,323.0,63.1,36.5,0.4,193.0,1034.0,0.4613152804642166,0.1837524177949709,0.06963249516441,0.2292069632495164,0.0560928433268858,690.0,0.07246376811594203,0.1594202898550724,0.2101449275362318,0.0579710144927536,0.1014492753623188,0.217391304347826,0.181159420289855,2673.0,121.0,0.0,50.0,2356.0,0.0,26568.0,0.0,0.0,0.0,0.0,139349.0,43.8,2.1,0.0,25.5,5.7,7.3,15.6,583.0,571.0,52.0,64.0,102.0,0.9705882352941176,0.0294117647058823,0.0,16.03,2.0,9.0,8307,6564,12,10,6542,1278,0.195353103,624,0.095383675,1223,0.186945888,940,0.143686946,523,0.079944971,577,0.088199327,199,0.030418832,445,0.068022012,242,0.036991746,43,0.006572913,63,0.009630083,112,0.017120147,8,0.001222868,5,0.000764292,93,0.014215836,68.0,0.010394375,6,0.000917151,16,0.002445735,0,0,15.0,0.002292877,11,0.001681443,8.0,0.001222868,2.0,0.000305717,13.0,0.00198716,8.0,0.001222868,13.0,0.00198716,3,0.000458575,0.0,0,0.0,0,3.0,0.000458575,0.0,0,0.0,0,1.0,0.000152858,0.0,0,0.0,0,0.0,0,0.0,0
Stein,GM0971,25007.0,0.4949014276002719,0.5050985723997281,3.6,3.8,4.6,5.3,4.4,20.0,30.9,21.1,6.3,80.8,31.3,49.5,29.1,53.8,9.0,8.1,85.7,14.3,10.8,3.5,0.8,0.1,0.1,0.1,2.3,1186.0,31.0,37.6,31.4,2.14,11800.0,5.93E+11,560.0,71.7,28.2,0.1,222.0,2282.0,0.4447852760736196,0.1866783523225241,0.0709903593339176,0.2322524101665206,0.065293602103418,1775.0,0.016901408450704224,0.1774647887323943,0.2253521126760563,0.0732394366197183,0.0704225352112676,0.2478873239436619,0.1830985915492957,1135.0,720.0,9.0,2.0,3767.0,0.0,0.0,0.0,0.0,0.0,0.0,88908.0,52.3,2.3,0.0,19.6,1.0,11.7,13.0,596.0,581.0,57.0,88.0,192.0,0.9739583333333334,0.0,0.03125,22.8,3.0,13.0,20658,16422,0,19,16403,3219,0.196244589,1717,0.104675974,3241,0.197585807,1646,0.100347497,1316,0.080229226,1413,0.086142779,494,0.030116442,1360,0.082911663,569,0.034688776,83,0.00506005,209,0.012741572,322,0.019630555,17,0.001036396,28,0.001707005,337,0.020545022,93.0,0.005669695,29,0.001767969,59,0.003596903,18,0.00109736,54.0,0.003292081,28,0.001707005,22.0,0.001341218,40.0,0.002438578,17.0,0.001036396,17.0,0.001036396,25.0,0.001524111,9,0.00054868,4.0,0.000243858,0.0,0,15.0,0.000914467,0.0,0,0.0,0,0.0,0,2.0,0.000121929,0.0,0,0.0,0,0.0,0
Vaals,GM0981,10105.0,0.5130133597229094,0.4869866402770905,3.2,3.6,3.4,5.6,7.0,18.2,31.0,21.0,7.0,77.8,28.1,49.7,33.9,47.1,10.9,8.0,47.9,52.1,46.8,5.3,0.2,0.3,0.1,0.4,4.3,423.0,48.3,30.8,20.9,1.81,5806.0,6.89E+11,243.0,43.9,53.6,2.5,167.0,610.0,0.4754098360655737,0.1868852459016393,0.0655737704918032,0.1950819672131147,0.0770491803278688,670.0,0.05223880597014925,0.1417910447761194,0.2985074626865671,0.0671641791044776,0.0597014925373134,0.2014925373134328,0.1865671641791045,2221.0,94.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101162.0,21.1,6.0,0.0,42.5,12.7,6.6,11.0,485.0,477.0,41.0,49.0,116.0,0.956896551724138,0.0517241379310344,0.0,23.9,2.0,9.0,5985,4392,13,16,4363,831,0.190465276,465,0.106578043,775,0.177630071,541,0.12399725,363,0.083199633,356,0.081595233,191,0.043777218,280,0.064176026,192,0.044006418,28,0.006417603,63,0.014439606,73,0.016731607,7,0.001604401,14,0.003208801,59,0.013522805,42.0,0.009626404,10,0.002292001,5,0.001146,7,0.001604401,11.0,0.002521201,4,0.0009168,10.0,0.002292001,6.0,0.001375201,5.0,0.001146,2.0,0.0004584,10.0,0.002292001,4,0.0009168,2.0,0.0004584,0.0,0,6.0,0.001375201,0.0,0,0.0,0,1.0,0.0002292,0.0,0,0.0,0,0.0,0,0.0,0
Venlo,GM0983,101802.0,0.4985363745309522,0.5014636254690478,4.5,4.7,5.1,5.6,5.6,23.7,28.9,16.4,5.5,71.7,34.1,37.6,35.9,47.0,10.5,6.7,71.1,28.9,16.7,12.2,3.0,0.3,0.5,4.0,4.4,819.0,38.5,30.4,31.1,2.1,47412.0,0.005736944233527377,382.0,58.8,41.0,0.2,213.0,11098.0,0.4525139664804469,0.2096774193548387,0.0537033699765723,0.2177869886466029,0.066318255541539,8015.0,0.025577043044291953,0.1441048034934497,0.2857142857142857,0.0779787897691827,0.0991890205864005,0.2164691203992514,0.1503431066749844,1661.0,2887.0,4777.0,350.0,39331.0,0.0,0.0,0.0,0.0,0.0,0.0,324654.0,23.6,11.1,5.1,15.9,26.7,8.6,9.0,486.0,463.0,32.0,71.0,919.0,0.8977149075081611,0.0315560391730141,0.0707290533188248,128.99,21.0,114.0,76044,55910,83,129,55698,11983,0.215142375,7273,0.130579195,10215,0.183399763,5329,0.095676685,3803,0.068278933,3473,0.062354124,2342,0.042048188,3251,0.058368344,1712,0.03073719,317,0.005691407,815,0.014632482,1120,0.020108442,64,0.001149054,1840,0.033035297,814,0.014614528,190.0,0.003411254,120,0.002154476,141,0.002531509,178,0.003195806,150.0,0.002693095,99,0.001777443,72.0,0.001292686,104.0,0.001867212,62.0,0.001113146,46.0,0.000825882,59.0,0.001059284,44,0.000789975,30.0,0.000538619,0.0,0,40.0,0.000718159,0.0,0,0.0,0,6.0,0.000107724,6.0,0.000107724,0.0,0,0.0,0,0.0,0
Venray,GM0984,43614.0,0.5090567249048471,0.4909432750951529,4.5,4.7,5.2,6.2,5.8,22.3,29.8,16.5,5.0,72.8,35.7,37.1,35.7,49.6,8.7,6.1,79.2,20.8,11.5,9.3,1.6,0.5,0.7,2.6,4.0,267.0,32.7,32.7,34.6,2.25,19137.0,0.007106652035324241,117.0,63.9,35.5,0.6,235.0,5070.0,0.4380670611439842,0.2205128205128205,0.0686390532544378,0.2045364891518737,0.0682445759368836,3680.0,0.13043478260869565,0.15625,0.2133152173913043,0.0679347826086956,0.092391304347826,0.2078804347826087,0.1304347826086956,14877.0,3015.0,9376.0,348.0,637339.0,4187995.0,67329.0,0.0,0.0,0.0,6256.0,886295.0,31.4,14.8,0.3,16.1,4.4,13.9,19.1,537.0,502.0,43.0,62.0,590.0,0.9084745762711864,0.0644067796610169,0.0271186440677966,165.0,23.0,32.0,33675,25870,44,56,25770,6325,0.245440435,3647,0.141521149,3291,0.127706636,3419,0.132673652,2110,0.081878153,1314,0.050989523,995,0.038610788,1261,0.048932868,585,0.022700815,157,0.006092355,433,0.016802484,491,0.019053163,32,0.001241754,374,0.014513,329,0.012766783,549.0,0.021303842,45,0.001746217,73,0.002832751,54,0.00209546,55.0,0.002134265,30,0.001164144,40.0,0.001552192,46.0,0.001785021,19.0,0.000737291,19.0,0.000737291,24.0,0.000931315,9,0.000349243,7.0,0.000271634,0.0,0,19.0,0.000737291,0.0,0,0.0,0,12.0,0.000465658,6.0,0.000232829,0.0,0,0.0,0,0.0,0
Voerendaal,GM0986,12475.0,0.4919438877755511,0.5080561122244489,4.5,4.7,4.5,5.3,4.4,18.8,30.8,20.2,6.8,85.3,35.2,50.1,28.3,54.9,8.9,7.9,86.0,14.0,10.6,3.4,0.3,0.3,0.1,0.1,2.6,396.0,29.0,37.8,33.2,2.21,5819.0,1.72E+12,185.0,70.5,29.3,0.3,254.0,1264.0,0.4541139240506329,0.1875,0.0395569620253164,0.2325949367088607,0.0862341772151898,1010.0,0.07425742574257425,0.1485148514851485,0.2178217821782178,0.0396039603960396,0.099009900990099,0.2772277227722772,0.1386138613861386,2000.0,1063.0,1.0,51.0,5823.0,0.0,0.0,0.0,0.0,0.0,0.0,205568.0,53.4,5.7,0.0,19.3,3.9,8.8,8.9,585.0,570.0,46.0,69.0,166.0,0.9397590361445785,0.0,0.0602409638554216,31.52,6.0,16.0,10148,8436,10,21,8405,1909,0.22712671,1115,0.132659131,1209,0.143842951,1064,0.126591315,595,0.070791196,699,0.083164783,314,0.037358715,436,0.051873885,350,0.04164188,80,0.009518144,127,0.015110054,174,0.020701963,11,0.001308745,17,0.002022606,106,0.012611541,61.0,0.007257585,14,0.001665675,21,0.002498513,0,0,32.0,0.003807258,10,0.001189768,16.0,0.001903629,10.0,0.001189768,11.0,0.001308745,6.0,0.000713861,10.0,0.001189768,1,0.000118977,3.0,0.00035693,0.0,0,4.0,0.000475907,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Weert,GM0988,50105.0,0.5006685959485081,0.4993314040514918,4.3,4.6,4.9,5.5,5.6,22.4,29.2,17.4,6.0,74.7,33.8,40.9,34.7,48.5,9.5,7.3,77.8,22.2,11.5,10.7,4.1,0.7,0.3,1.3,4.3,480.0,35.7,32.0,32.3,2.16,22948.0,0.011940038347568415,220.0,66.1,33.3,0.6,249.0,5300.0,0.4283018867924528,0.1988679245283018,0.0567924528301886,0.2324528301886792,0.0835849056603773,4410.0,0.04421768707482993,0.1587301587301587,0.246031746031746,0.0668934240362811,0.1111111111111111,0.2324263038548752,0.1405895691609977,6570.0,861.0,13669.0,343.0,73063.0,1537516.0,12925.0,16195.0,0.0,0.0,0.0,338434.0,40.7,8.5,0.1,17.3,4.3,14.8,14.3,506.0,485.0,41.0,61.0,599.0,0.9348914858096828,0.0333889816360601,0.031719532554257,105.54,16.0,38.0,39345,29912,53,50,29809,7257,0.243449965,3833,0.128585327,4277,0.143480157,3254,0.109161663,2030,0.068100238,1551,0.052031266,1759,0.059009024,1700,0.057029756,775,0.025998859,213,0.007145493,495,0.016605723,764,0.025629843,36,0.001207689,614,0.020597806,368,0.012345265,195.0,0.006541648,58,0.001945721,73,0.002448925,97,0.003254051,111.0,0.003723708,54,0.001811533,60.0,0.002012815,76.0,0.002549566,43.0,0.001442517,18.0,0.000603844,31.0,0.001039954,11,0.000369016,26.0,0.00087222,0.0,0,19.0,0.000637391,0.0,0,0.0,0,9.0,0.000301922,2.0,6.70938E-05,0.0,0,0.0,0,0.0,0
Valkenburg aan de Geul,GM0994,16367.0,0.4917822447607992,0.5082177552392009,3.3,3.7,4.0,4.9,4.6,18.9,31.4,21.3,7.9,82.2,28.9,53.3,31.8,48.9,10.3,8.9,85.0,15.0,11.5,3.5,0.2,0.2,0.2,0.4,2.6,446.0,38.0,34.3,27.8,2.02,8309.0,0.003369839932603201,226.0,60.5,39.1,0.4,231.0,1466.0,0.446793997271487,0.1800818553888131,0.0470668485675307,0.2216916780354706,0.1043656207366985,1640.0,0.039634146341463415,0.1097560975609756,0.3048780487804878,0.048780487804878,0.1036585365853658,0.2256097560975609,0.1646341463414634,2020.0,154.0,25.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182181.0,42.9,7.2,0.0,20.3,8.0,8.4,13.1,560.0,540.0,50.0,121.0,191.0,0.8795811518324608,0.0523560209424083,0.0680628272251308,36.92,6.0,32.0,13519,10980,22,14,10944,2687,0.245522661,1372,0.125365497,1685,0.153965643,1259,0.115040205,694,0.063413743,893,0.081597222,408,0.037280702,591,0.054002193,467,0.042671784,93,0.008497807,186,0.016995614,230,0.021016082,5,0.000456871,11,0.001005117,139,0.012701023,55.0,0.005025585,13,0.001187865,24,0.002192982,6,0.000548246,30.0,0.002741228,17,0.001553363,12.0,0.001096491,17.0,0.001553363,11.0,0.001005117,12.0,0.001096491,10.0,0.000913743,4,0.000365497,1.0,9.13743E-05,0.0,0,12.0,0.001096491,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Lelystad,GM0995,78598.0,0.5023664724293239,0.4976335275706761,5.4,6.0,6.5,6.3,5.5,25.5,27.0,15.0,2.8,72.5,41.9,30.7,38.3,45.0,11.9,4.8,67.3,32.7,10.9,21.8,3.2,2.5,6.1,2.6,7.3,341.0,34.3,27.7,38.0,2.26,33385.0,0.010453796615246367,145.0,63.5,36.4,0.1,209.0,10020.0,0.4681636726546906,0.2436127744510978,0.0616766467065868,0.1768463073852295,0.0497005988023952,6940.0,0.025936599423631124,0.196685878962536,0.2363112391930835,0.0958213256484149,0.0706051873198847,0.2528818443804034,0.1217579250720461,7146.0,52.0,3523.0,250.0,6121.0,454212.0,0.0,14399.0,0.0,0.0,0.0,1090679.0,66.3,4.7,0.0,5.2,3.1,14.7,6.0,464.0,428.0,37.0,76.0,734.0,0.829700272479564,0.1158038147138964,0.0544959128065395,765.45,11.0,136.0,57931,41894,109,104,41681,8881,0.213070704,4910,0.117799477,5997,0.143878506,2664,0.063914014,2865,0.068736355,2484,0.059595499,1802,0.043233128,3227,0.077421367,1740,0.04174564,1367,0.032796718,573,0.013747271,1057,0.025359276,323,0.007749334,1381,0.033132602,552,0.013243444,192.0,0.004606415,501,0.012019865,231,0.005542094,214,0.005134234,186.0,0.004462465,178,0.004270531,74.0,0.001775389,0.0,0,53.0,0.001271563,52.0,0.001247571,0.0,0,28,0.000671769,55.0,0.001319546,49.0,0.001175596,0.0,0,26.0,0.000623785,0.0,0,19.0,0.000455843,0.0,0,0.0,0,0.0,0,0.0,0
Horst aan de Maas,GM1507,42429.0,0.5040891842843338,0.4959108157156662,4.2,4.7,5.2,6.3,5.4,21.6,30.7,16.3,5.5,73.2,35.4,37.8,35.5,51.2,6.7,6.6,87.9,12.1,9.1,3.0,0.1,0.1,0.2,0.2,2.4,225.0,29.9,34.8,35.3,2.31,17839.0,0.005998094063568586,95.0,76.0,23.7,0.3,263.0,5014.0,0.4431591543677702,0.2008376545672118,0.062026326286398,0.2219784603111288,0.071998404467491,3830.0,0.1618798955613577,0.1540469973890339,0.1932114882506527,0.0535248041775456,0.097911227154047,0.1971279373368146,0.1436031331592689,11370.0,1884.0,777.0,731.0,250144.0,1362279.0,8550.0,0.0,0.0,0.0,51320.0,1001407.0,31.5,32.4,3.0,12.5,2.6,9.3,8.7,586.0,539.0,60.0,81.0,711.0,0.9437412095639944,0.0365682137834036,0.0196905766526019,191.92,16.0,49.0,33063,26659,32,60,26567,6453,0.242895321,3547,0.133511499,3244,0.122106373,4691,0.176572439,1976,0.074377988,1259,0.047389619,951,0.035796289,1156,0.043512628,693,0.026084993,154,0.005796665,440,0.0165619,654,0.024617006,27,0.001016298,33,0.001242143,373,0.014039974,539.0,0.020288328,38,0.001430346,58,0.00218316,5,0.000188203,43.0,0.001618549,40,0.001505627,51.0,0.001919675,37.0,0.001392705,17.0,0.000639892,17.0,0.000639892,22.0,0.000828095,25,0.000941017,11.0,0.000414048,0.0,0,13.0,0.000489329,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Oude IJsselstreek,GM1509,39388.0,0.5044937544429775,0.4955062455570224,3.9,4.9,5.4,6.5,5.1,19.5,30.9,18.1,5.7,80.0,37.2,42.8,33.3,51.2,7.8,7.8,86.3,13.7,7.2,6.5,0.1,0.2,0.1,3.9,2.3,289.0,31.5,33.9,34.6,2.26,17401.0,0.004597436928912131,128.0,65.6,34.3,0.1,216.0,4757.0,0.4328358208955223,0.233550557073786,0.0710531847803237,0.219045616985495,0.0435148202648728,3495.0,0.11015736766809728,0.1859799713876967,0.2188841201716738,0.0486409155937052,0.1144492131616595,0.1888412017167382,0.1330472103004291,18964.0,2536.0,35.0,438.0,77824.0,188492.0,0.0,4391.0,0.0,0.0,0.0,854413.0,14.0,0.6,0.0,47.4,0.7,18.1,19.2,548.0,527.0,53.0,63.0,536.0,0.8936567164179104,0.0876865671641791,0.0167910447761194,137.95,4.0,32.0,31672,25025,25,33,24967,6172,0.247206312,3149,0.126126487,2648,0.106059999,3611,0.144630913,1993,0.079825369,1450,0.058076661,871,0.03488605,1034,0.041414667,625,0.025033044,403,0.016141307,260,0.010413746,560,0.022429607,54,0.002162855,444,0.017783474,316,0.012656707,948.0,0.037970121,45,0.001802379,66,0.002643489,31,0.001241639,58.0,0.002323066,44,0.001762326,47.0,0.001882485,56.0,0.002242961,18.0,0.000720952,19.0,0.000761005,21.0,0.00084111,14,0.00056074,7.0,0.00028037,3.0,0.000120159,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
